content,score
laag bossss ganggu polll tolong di atasi masalah jaringannya .. overall udah bagus .. tinggal masalah jaringan saja.,1
mending magic chas dari pada magic chas gok gok,2
aplikasi jelek 👎 caba jangan 🚫 banyak ngomong aplikasi orang udah bisa malah disuruh,1
"server lag terus woy , developer tolong perbaiki GJ",1
tolong perbaiki sistem relog karena beberapa kali gagal relog dan berujung pada kekalahan.,3
berikan lawan yang nggk hebat 🙏 guwa akan yebarkan permainan ini kepada teman teman saya saraya berikan lawan yang nggk hebat permainan ini serusekali daripada gem yang lain,5
sekarang combonya gak mutu aneh,1
Di magic cas paling jelek Hiro Jonson 👊👊👊🤢👊👊👊👊🤢👊👊🤢🤢👊👊,2
karena layar hitam,1
"game ini memang bagus untuk dimainkan, tetapi kadang juga bikin kesal karena Synergy yang diharapkan tidak didapatkan, blessing melenceng semua🥲",1
Bagus grafik ok,5
di LV 10 susah amat sih nyari Hero harga 4 gold. satu pun tidak ada yang keluar. padahal heronya masih 15/15. developer sistem yang kau ciptakan busuk Banget. sumpah ga asik . lama² gw hapus ini game.,1
aku main kaya di rumah,5
"koneksi menghubungkan, item tidak muncul",1
"untuk game nya sendiri bagus dan gamplay lancar tiak ada masalah, tapi yang saya permasalahin itu kena tidak ad MODE PRACTICE,dan kenapa hanya konten kreator doang yang dapat mengakses MODE PRACTICE,jadi mohon pihak moonton untuk mennambah kan MODE PRACTICE tersebut karena kaki bisa mempelajari dan bereksperimen di mode tersebut jadi tolong sekali moonton di update selanjut nya tolong tambahkan MODE PRACTICE!!!!",5
karna yg buat monton aku kasih bintang5,5
min game nya bagus tapi ko ngestak min di 64 giliran nambah ke 84 balik lagi ke 64 min,3
"udah jalan beberapa bulan koneksi msih tidak stabil, tolong ditingkatkan lgi, jadi males main kalau nge lag2 terus",3
sayaa tidak bisa ganti akun yang terkait dalam game,2
"tolong dong adain fitur block emote sama chat eneg liatnya, setiap main slalu emote trs bosen, gk seseru dulu bnyk toxic gk bs diblog",1
skill LYLIA tidak berfungsi game rusak,1
"Game Kocak hp 100 kena 1 hit mati, Leg berat padahal jaringan bagus,",1
"tolong bikin komander baru yang skill nya seperti ABE 3, dan bikin komander baru lagi helcrut skillnya setiap kali menang musuh tidak bisa melihat board kita ,pasif hc setelah menang 5 babak kemenangan berikutnya menyebabkan +10 damage 🤣",5
"sejauh ini mantap"" aja",5
"Semenjak di pisah dari ml, game magic chess gogo malah tambah pelit (mulai dari segi event, token gratis, conander gratis, bahkan menurut saya gamplay nya yg gak masuk akal), tambah susah buat b3 in hero yang di mau, tambah bikin menyengsarakan pemain nya, mungkin kali ini bisa bintang 1 dulu, kalau mau aku bintang 5 harus kaya yang di ml dulu",1
ga seru kalah Mulu ga di kasih Hero bagus moonton pilih kasih,1
Ada pemain menggunakan cheat,1
BAN HERO HARUS DI ADAKAN DI SEMUA RANK. SESUAIKAN AJA TERLALU BANYAK COMANDER YANG SAMA DALAM MATCH RANKING. TERUTAMA COMANDER YANG BISA BIKIN DAMAGE TAMBAHAN.,1
GAMENYA pilih kasih 🤬🤬🤬,2
game serius iklan misterius 🗿,5
seru minus henpon nggak mendukung,5
ngasih biji eru tapi blessing mleset Mulu gmn coba sampe dpt change blessing baru 6 eru dongo,1
game nya mantap dan enak,5
HAPUS COMMENDER WANWAN DAN MIYA. MC GOGO JADI GA MENARIK. GAK ADA SENINNYA,1
"Maaf ya,,, Aku capek main game ini, jadi aku uninstall 🙏",1
GAME HAMA,1
lebih baik saya main LOL atau HOK DARI PADA MAIN GAME YG SEPERTI INI SINERGI DAN HERO SEPERTI SUDAH DI ATUR AGAT SETIAP SAYA MAIN TIDAK DI BERI KEMENANGAN!!!?,1
sipppp,5
sistem error,1
"Server gak jelas, roll busuk",1
gem ya bagus grafik bagus,5
"Definisi game hoki wkwk, ga ada namanya strategi dll semua udh diatur sm bandar yaitu montod sendiri",1
"keren banget ada skin gratis,efek gratis, game nya menghibur,bisa Mabar,solo juga seru,dapat mengisi ke gabutan,dan misi misinya mudah AYO DOWNLOAD MCGG sekarang 😎😎😎😎😎😎😎😎😎",5
"ga jelas harusnya (6 vs 6), eh ini malah (6 vs 11) ga ngotak",1
tidak seru,1
"Woii lah monton,, apa apaan g bisa login gw, jgn lah pelit betol monton tukang tiruan.",1
"kalau untuk penyesuaian +nambah karakter masih dapat di terima, semenjak banyak di ubah dan sebagian di hilangkan, makin ribet bikin susah adaptasi lagi,, maaf untuk saya hapus aja..!!!",2
game ini seru Dan juga di main kan Bang Winda Basudara Pas aku main game ini seru banget Setartigi ya sulit tapi Ku Udah belajar jadi santai main ini game bagus banget,5
ngga asik karna bukan kita yang main komputer yng mainin kirain tangan kita yg mainin ibaratnya kita nonton doang ngga main game,1
Sesudah update malah susah untuk meng-bintang 3 kan hero 4 gold walaupun sudah mencapai level 10. Btw event nya tidak berubah sama sekali tetap jelek dan sampah seperti season sebelumnya 👎🏾,3
game terus keluar sendiri padalah hp ku bagus dan mahal lalu bintang ku hilang semua awal nya legen 1 bintang 9 turun jadi epik 9,1
hapuslah moonton comender wanwan kaya ngak adil kalo boleh hapus aja atau hapus skil kaya gitu masa ikut nyerang juga kaya ngak adil banget siapa yg ngak kesal coba udah mau menang comendernya malah ikut bantu kan ngak adil🤨,2
game bagus buat anak yang mekanik nya udah g bisa bersaing dengan player lain good lock lah game ini,5
gemenya bagus banget kalau bisa bintang 6 tapi mohon kembalikan fitur pilih sinergi dan kembalikan sinergi nature spirit dan aspirant biar seru,5
bagus di hantam,5
bintang 1 dlu karena GK bisa masuk ke game. ke jebak di loading yg berulang,1
kenapa kalo menggunakan liulia saat awalnya kenapa hanya satu yang keluar padahal dulu dua kenapa sekarang tinggal satu yah jadi mohon pulangkan liyliabseperti dulu,3
nerf Miya sat,1
miyaa nerfff hama bangett 😡😡,1
thanks aku suka ini game,5
game mantap penghilang stres,5
pusing mikirin sinergi apa yang harus dipake,3
"Ini game tidak fair,kemenangan ditentukan oleh sistem,apa bagusnya game seperti ini?sebagus apapun hero dan sekuat apa juga damage ,kalau sistem memberikan kekalahan ya harus kalah ,ga percaya silahkan dicoba,saya uninstal game seperti ini,buang 2 kuota.ikutin line bawaan hero atau kreasi lines useless.",1
kenapa game keluaran moonton makin lama kita online makin di kasih LS. makin dibuat gak betah l,1
"semakin kesini semakin keliatan sekali reroll heronya di setting biar gak capet jadi B3, Matching nya juga keliatan banget settingan, rank saya baru naik ke mythic honor main beberapa match di rank dikasih dikasih LS kalah di posisi ke 5 terus, karena susah banget mau aktifin sinergi nya contoh nya waktu itu saya main sinergi astro, space level komander sudah cukup untuk aktifin 6 astro sama 4 sword master, namun heronya gak dikasih terus malah stuck di 5/6 astro,untuk rerollnya harap perbaiki",2
"game jadi jelek dulu udah bagus, susah star 3 in Hero 5 gold susah cari crystal semua di persusah bkin kesel doang",1
kalau kasih lawan yang seimbang lah kasih lawan gak ng○tak mulu dah capek guwa rang naik turun:(,5
tolong di nerf Hero moskov,2
"kecewa dengan pembaruanya, hero 5 gold B 3 full buil dan sinergi aja klah sama hero 4 gold B 3, si erudutio lemah banget, Natan berasa sangat lembek, karakter lilya nerf terus berasa gak guna",5
"koneksi jaringan nya di betulin padahal koneksi lancar jaya tapi tetap gabisa buat di mainkan,kalau masalah bug gini aja gabisa di betulin bagus hapus apk ini aja udah dari playstoree",1
game apa ini,1
"susah mendapatkan hero yg d inginkan, Hero sampah yang d rekomendasikan.",1
"Season 1 rank mytic turun terlalu jauh ke epic. Season 2 terlalu banyak sinergi, dan sangat membosankan. makin ga jelas MCGG..👎",1
game tolol game tolol ngurus ml aja kga becus so soan dipisahin kacau moskov terlalu op komander wawan terlalu op tod,1
tiba tiba sinyal jelek padahal bagus,2
pertandingan tidak adil,1
"Semua produk moonton masalahnya ada pada jaringan... MLBB, MCGG",1
"tolong dioptimalkan lagi untuk pengunduhan resource pack nya, males kalo kuota tinggal sedikit pengen main tapi pengunduhan tidak bisa di pause",1
ngaco masa Hero 4/5 golf full item kalah sama Hero 1 gold aneh,1
"game nya udah bagus moonton, cuman kembalikan venotis sea lah, ga enak main 6/6 mulu",5
moonton kikir,1
"game tolol tombol keluarnya di tengahin woi gw lagi nunggu temen main malah kepencet tombol keluar mulu game, L",1
"tolong donk game ya di hapus aja tdk seimbang ,mau terhibur malah kena dark sistem satu kali juara1 berkali kali kalah sy sgt kecewa moga masih bisa bertahan perusahaan game ini di indonesia...",1
gacor gamenya,5
AH NICE,5
woy moonton ini game knp sering patah2 semenjak updet baru yang bener lah cok . udh enak2 main malah patah2 cok,5
kurang mantap,3
Nerf commender wanwan👹😡😡🤬🤬🤬🤬🤬😡😡,1
Monton Collab Ama blue archive monton kalau gak reting 1,5
"MUAK LAMA2 MAEN GAME INI. SISTEL ROLL HERO LU BENERIN DULU DAH. HERO 1-3 GOLD KAN BANYAK YA ?, TAPI TIAP ROLL YG KELUAR HERONYA ITU2 DOANG, BAHKAN MISALKAN KITA BERADA DI LV 7 YG BERARTI PRESENTASE KITA DAPET HERO HARGA 3 ITU 40% (PALING BESAR PRESENTASENYA DARI PADA HERO HARGA LAIN (YG DIATAS ATAU DIBAWAHNYA) ), TAPI YG KELUAR PALING SERING KELUAR ITU HERO DI ATAS ATAU DI BAWAHNYA. SISTEM ROLL KALIAN ITU TIDAK ON POINT",1
game ini bagus dan ramah bagi hp dan juga grafik nya juga hd dan juga selain itu memiliki fitur yang hampir sama dengan Mlbb,5
game scam ksabar,1
game GK jelas...udah bgos MC mode yg dulu malah d ubah2 ..tak jelas kli,1
update gajelas,1
please Collab anime,5
permainan terbaik,5
aneh,1
hduhh bg season skrg berat bnget g ada nature GW CUMA BISA PKE NATURE SPIRIT TLONG KEMBALI IN (sedih gw bg KLH trus) monton kembali in nature spirit kuuuu,2
"upgrad season 2 makin ngaco ,jadi malas main lagi",1
MENDING MCG SEASON 1 TERLALU MAIN SINERGI JADI HARUS 6/6 SINERGI MALAS. HERO HARGA 4 GOLD BINTANG 3 KALAH SAMA HERO HARGA 3 GOLD BINTANG 3 GARA-GARA SINERGI BUSUK,1
"Jelek bgt, ngeleg mulu, patah-patah jaringan kaya jelek pdhal jaringan bagus. berbeda dengan magic chess yg di mobile legend yang seru bgt, kembalikan lagi magic chess yang dulu.",1
main magic chess gok gok cuma gara gara misi ml🤣🗿,5
akan ku kasih 4b kallo yang di moonton dulu ku kasih 5b lebih gak jelas yg sekarang mah moonton...,4
"setiap kali main kayak di setting padahal udah up duluan slotnya cuman heronya gapernah gampang muncul,, ditambah ping jaringan bagus tiba2 lag waktu match,, aneh tambah gak jelas",1
lumayan?,4
"Seru game nya saya sangat puas dengan game ini, game ini juga menyenangkan. Semangat ya developer untuk mengembangkan update dan eventnya.",5
"sistem game jelek, presentase sinergy jonshon seperti 0000,1 persen saat kita main sinergy nya game tidak bagus mending di hapus saja, jika kalian Masih main game ini segera hapus saja karena membuat anda stress, ini game tidak wort it untuk anak², ini game cocok nya untuk orang tua yang tidak gampang marah-marah Dan juga sistem game ini tidak stabil. terima kasih",1
Bo ep,5
liat komenan orang² 😹,5
well played,5
dah masuk he keluar lagi gmes gak bebobot,1
jelekk nh apk,1
tetap ada dark system nya dan main nya harus hoki hokian,1
"maaf uninstal lagi, paling males sama tutorial yang gak bisa di skip, kelamaan",2
yaahh lumayan lah gameplay nya,2
mantap ini game,5
game keberuntungan,1
aku suka gamenya tapi ngelag tolong diperbaiki,3
"sengaja ngasih bintang lima agar di baca , tolong untuk developer supaya keamanan apk mcgg di tingkatkan karena baru baru ini sudah ada yang menggunakan cheat dan itu sangat ngeselin terima kasih",5
Ganti akunnya ko dibikin super ribet sih??? Malesin 👎,1
sinergi nya bikin pusing udah pensi,2
sangat bagus banget masukin Hanabi mini pilisssssss papi moonton 🥰 sama dyroth mini,5
Susah payah naikin bintang. aktifin sinergi. ttp kalah sama lylia. tolong lah buang comender lylia. ngrusak permainan,2
"game nya bagusss dan seruu tapi download data nya tolong bisa di jeda/pause biar yang hp nya kentang bisa main tanpa memenuhi ruang penyimpanan kalo bisa kayak data di mobil legend nya itu yang ada dasar, lanjutan, extreme 🙏",1
"saya ada keluhan terkait dengan mendapatkan hero yang sangatlah susah, apalagi jika sudah mau mencapai sinergi maks. Saran saya kedepan untuk developer tolong untuk presentasi mendapatkan heronya untuk ditingkatkan lagi",1
bisa nggak tutorialnya di skipp?,1
gamenya udah bagus min tapi keberatan min tolong kasih fitur ringan kayak di ML BIAR HP KENTANG BISA MAIN,4
makin aneh sekarang game play nya makin gak jelas beda sama yang dulu mudah di pahami sekarang makin aneh tingkatan rank nya aneh. gimana bisa naik ke miytic tikatan game nya susah . mending stop game saja kalau rumit buat game,1
game gak adil poke,1
Banyak player dark sistem,2
"bener ya rating rating dari orang orang, untuk dari gambar nya oke bagus, tapi klo udh sekian kalinya menang, dikasi crstal nya ga sama dan apalagi itu yang kartu emas, dapet garpu somay 3 biji gw mau makan apa gmn muntun, orang"" kek di yt gitu knp dapetnya bagus"" ntah dpt exp atau apa yang bagus, dan kadang saya beberapa hari ini ketemu cheater diadvance pdhl darah saya Masi banyak tiba"" mati, gajelas. ku kira ngebug ga taunya ada yg sus.. dah itu aja",2
"gw pengen maen ini aj gegara tik tok karna ada suaran ""gok gok"" 😂😂",4
"Tolong di optimalkan mode nostalgia banyak bug,tru tiba tiba suren coba tolong segera di fiks",3
"Game kocak, padahal cuma main custom, eehh selesai main custom malah gabisa dimainkan lagi, malah relogin, giliran udah login eeehhh malah balik lagi ke custom, dicoba uninstall, terus dimainin lagi, eeehhh balik lagi ke custom, perbaiki lah bug/error konyol ini",2
"bikin event konten di tolak terus padahal fyp, ngajuin banding tapi tidak di respon",1
game pemberi harapan palsu (PHP),4
geme ini meniru mlbb,1
server seiring down merusak suasana dalam bermain perbaiki,1
"gak jelas, bisa2nya hero yang mau di pake gk muncul2. lebih enak mc yang dulu",1
sering dapet Hero kurang 1 lgi ⭐ 3 udah habisin gold banyak bahkan sampe ber ronde² padahal persenan nya udah gede dan akhirnya kalah bikin kesel sumpah semenjak update combo²yg 10 itu,1
bug ny aduhhhh,3
Sangat menarik untuk di mainkan apa lagi yg mode costum nya,5
bagusssss game nya,5
dyroth kurang satu koin 50 gak dapet apa apa masuk logika?,1
"plisss montoon gw anak orang bawah,tapi maksa pengen main mobile legends,apalagi MC Gogo gw peminat berat,tapi dari segi device tidak mendukung dan gamenya terlalu berat sampai hp saya frame dan blank hingga saya afk,saya harap kedepannya saya tidak mengeluh seperti ini,🙏dengan segala hormat untuk admin terimakasih 🙏😀",3
"setelah up date malah jadi game gak jelas ...sinergi dan iitem equipmend nya gak seimbang dengan sinergi yang lain...""tolong hilangkan item skywrath spear...sangat mengganggu dan membuat pertandingan tidak kompetitip...game bukan lagi adu hero melainkan adu equipmend sinergi.",2
seru banget tinggal tambahin sinergi yang lama,5
MCGG membuat aku kecanduan mainnya MCGG bagus,5
lumayan tapii kurang di tambahin hero baruu,5
okkkkkkkkk,5
"game ga adil, kalau mau kasih item kasih semua di player item yg sama, kasih kartu yg sama biar player yang pilih",3
"woyy udah bener miya di nerft oyy ngapa di up lgi gajelas bener damagenya, klo penyesuaian yang bener dikit lah.",5
tolong buat devolopernya bug matchmaking malah makin parah bah kan 1 hari full aku gak bisa main Magic Chess go go karena bug itu,1
wahhh ini sangat jelekkkkk dan sangat tidak jelas aku kasih bintang 5 karna jaringannya bagus banget dan yang main game ini pasti sangat toxic banget macam om gue,5
terlalu bagus,5
"game tolol, tiap menang nomer 1 , pasti match berikutnya di bikin nomer 6-8 , percuma dapet bintang nomer 1.",1
"kalo habis winstreak, next game selalu dikasi ampas. mulai dari heronya ga pernah muncul, fatbox jelek semua, kartu gajelas, sampe item yg dikeluarin Commander aurora pun ikut ampas",1
bagus keren,5
ini game sangat bagus dan mudah untuk dimainkan 🤫🧏,5
"hari² kena bug terus, masalah GK bisa majuin hero, GK bisa di pencet² terpaksa menyerah dan turun bintang tolong secepat mungkin untuk menghilangkan bug GK nyaman main terus kena bug",2
Synergy Dauntless gak guna mending dihapus aja trus tambahin skin alok aja dah gapapa dari pada Dauntless gak guna,1
keren sekali dan mudah,5
tolong diperbaiki lagi,2
"untuk gameplay game nya sangat bagus, cuma masih ada bug ketika LG main game lag terus dan sering keluar sendiri dari game nya untuk developernya mohon diperbaiki 🙏",5
AP GEDE BANGET GAN ANE,5
mending megic nya langsung dari pada gem yang asli nya,5
