Ulasan,Rating,Aspek,Sentimen
wah ini sangat jelekkkkk dan sangat tidak jelas saya kasih bintang karena jaringannya bagus sekali dan yang main game ini pasti sangat toxic sekali macam om gue,5,satisfaction,negative
game tolol tiap menang nomer pasti match berikutnya di membuat nomer percuma dapat bintang nomer,1,satisfaction,negative
kalau habis winstreak next game selalu dikasi ampas mulai dari heronya tidak pernah muncul fatbox jelek semua kartu enggak jelas sampai item yang dikeluarin commander aurora pun ikut ampas,1,satisfaction,negative
ini game sangat bagus dan mudah untuk dimainkan,5,satisfaction,positive
hari² kena bug terus masalah tidak bisa majuin hero tidak bisa di pencet² terpaksa menyerah dan turun bintang tolong secepat mungkin untuk menghilangkan bug tidak nyaman main terus kena bug,2,effectiveness,negative
synergy dauntless tidak guna mending dihapus saja terus tambahkan skin alok saja deh gapapa dari pada dauntless tidak guna,1,satisfaction,negative
keren sekali dan mudah,5,satisfaction,positive
tolong diperbaiki lagi,2,effectiveness,negative
untuk gameplay game nya sangat bagus cuma masih ada bug ketika lagi main game lag terus dan sering keluar sendiri dari game nya untuk developernya mohon diperbaiki,5,satisfaction,positive
apa gede sekali gan ane,5,effectiveness,negative
mending megic nya langsung dari pada game yang asli nya,5,satisfaction,neutral
game enggak adilmusuh di kasih beruntung mulugiliran saya kagak pernah di kasih hokipaling sudah ls ktl,1,satisfaction,negative
nerf wanwan,5,satisfaction,negative
ini game seru sekali tapi lihat bang windah main jadi emosi sekali,5,satisfaction,negative
game sangat buruksangat tidak saya rekomendasikanbosen ini,1,satisfaction,negative
game rusakgame aneh,1,effectiveness,negative
jelekkkk sekali sinergi nya tidak jelas baru itu juga lag sering nge bug dll jangan di download sih saran gweh entar lu malah yang stres terus itu kenapa sih sering sekali lag padahal kalau di mlbb tidak lag jir baru itu juga kalau lagi machmiking seperti bug begitu tolonggg di perbaiki lagi masalah koneksi nya jangan lambat kenapa di igwatik tokmlbbapk online lain nya lancar saja tuh saat di mcgg doang yang nge bug mengira ponsel ku jir yang rusak saat ku cek banyak juga toh yang ngelagmohon nya mcgg di perbaiki lgigood job,1,satisfaction,negative
tidak ada ganti suara ke jepang selain suara indonesia apa tidak ada,1,satisfaction,negative
game aneh anjir sistemnya lucu sekali,1,unknown,negative
sistemnya terlalu banyak mengatur permainan game sulit mendapatkan hero yang dibutuhkan kesal kesal rasanya main game lama lama makin lama makin kesal hapus saja game nya kalau enggak bisa mendapatkan hero yang dibutuhkan,1,satisfaction,negative
rolingan jelek dan gapantas,1,satisfaction,negative
semakin tidak adil hero late game selalu digantung moonton scroll sampai habis gold pun zonk lama kelamaan makin tidak sportif dari moontonnya pisah dari ml bukannya makin bagus malah makin tidak jelas kalau seperti begini bakal uninstall juga ini bukannya ponsel malah menjadi emosi,1,satisfaction,negative
game scam paok,1,satisfaction,negative
sering nge lag lola padahal koneksi bagus nyangkut terus tidak lancar burik,1,effectiveness,negative
apa sih makin abdet makin tidak jelas game hero tidak dapat susahkombo sedikitdikit dikit sama kombonnyaminimal tambahkan lagi lah kombonya mll gogogame catur,1,satisfaction,negative
jangan download ini gamegame nya itu bohong dan tidak masuk akal semua yang di iklankan itu cuma untuk tipu daya jadi jangan download ini game,1,satisfaction,negative
harus nya muntun mengasih lawan yang kira kira masa iya yang sudah kalah telak di lawanin sama yang sudah unggul dari awal mikir lah sedikit,1,satisfaction,negative
uninstal saja lah sudah level hero gold tidak muncul apalagi hero gold yang update terbaru pilih kasih hero gold dan cepat buat yang top up doang,1,effectiveness,negative
nerf commander ww sakit sekali skilnya enggak jelas,5,unknown,negative
tolong lah pada pihak moonton untuk menghapus bug layar hitam di ponsel oppo,5,effectiveness,neutral
kepada tim developer saya selaku pemain ingin menyampaikan masukan terkait hero yuk zhong saat menggunakan ultimate yuk zhong sering berputar tidak terarah sehingga membuatnya rentan terkena serangan musuh free hit saya mohon agar bug ini bisa segera diperbaiki demi kenyamanan bermain terima kasih atas perhatiannya,3,satisfaction,neutral
comander wanwan hama,5,satisfaction,negative
game scam goblol membuat orang kesel,1,satisfaction,negative
tidak suka update sekarang terlalu ribet sinergi,2,satisfaction,negative
satukan mc ke mlbb lagi,1,unknown,neutral
game eror tidak bisa login kalau koneksi buruk tidak bisa menghubungkan kembali intinya game rusak lol,1,effectiveness,negative
lag anjing,1,effectiveness,negative
game rusak role hero enggak sesuai terus capek capek transisi enggak dapat dapat hero yang sama dengan sinergi revamp commander² hama yang ikut campur di chess board bisa bisanya damage commander lebih gede dari heronya game aneh,1,satisfaction,negative
aplikasi rusak sinyal bagus enggak kedetek terus buat ml lancar buat nih aplikasi enggak kedetek buat nih montong hapus saja aplikasi ini sambung lagi saja ke ml,1,satisfaction,negative
tolong pisahin akun mlbb sama mcgg tolong sekali,1,effectiveness,negative
vonetisea dihps jadi tidak asik,1,effectiveness,negative
lucu sekali karakternya di mlbb,5,unknown,positive
saya saja yang jahat hahah,1,satisfaction,negative
game nya bagus sekali tidak ada bug sama sekali rekomended sih ini gameeee,5,satisfaction,positive
jujur ya saya sangan kecewa sama ini game enakan awal² game sekarang sistem terlalu ngerusak game setelah menang pasti seperti di buat kalah entah itu dari roll hero yang tidak jelas go go card yang jelek pasti di buat kalah,2,satisfaction,negative
balikin kangkung,1,unknown,negative
game sampah permainan ada hero dari sinergi yang selalu dihilangkan dipaksa rebutan sinergi sama yang lain,1,satisfaction,negative
mencari blessing apadapet nya apa sampah memang sudah di jual malah sama saja tidak jelas game buatan moonton ini,1,satisfaction,negative
mengecewakan sekali lagi main tiba tiba keluar sendiri dan tidak bisa login lagi,1,satisfaction,negative
game lag parah semakin tinggi lv susah di cari hero nya apalagi buat menambah lv bintang hero nya susah sekali mencari nya,1,effectiveness,negative
tolong montoon kenapa setiap masuk download data terus,1,effectiveness,neutral
kok tidak bisa di perbahurui ya,3,unknown,negative
gelo mantap benget,5,satisfaction,negative
bagus monton lebih optimalkan saja mcgg ini tapi buat mobile legend nya tolong di perhatikan pemain nya terimakasih,5,satisfaction,negative
we tol lu kalau buat fiturai minimal pintar dikit lahdah tahu sinergi ku tidak ada yang memakai tapi malah tidak dikasihdah setok hero masih banyak lagilu mending belajar sama game sebelahmonton itu memang orang enggak bk tidak bisa buat fitur gameto l o lcuma plagiat game lain,1,effectiveness,negative
kok punyaku tidak bisa advanserver ya,5,unknown,negative
saya suka game yang mini,5,satisfaction,positive
payah nyarik hero moonton,1,satisfaction,negative
mau download tidak bisa cepat benerin lah,1,effectiveness,negative
skill dari hero lilya seharusnya menang atau kalah tetap dapat satu hero bukan nya tunggu menang jadi pengalaman bermain lebih seru saya kasih bintang dua karena saya kecewa semoga di dengar,2,satisfaction,negative
game rusak ini mah tidak pernah di kasih win streak,1,satisfaction,negative
sitem power hero nya enggak jelas asasin bintang kalah sama hero yang masih bintang menang kalah nya enggak jelas game rusak,1,effectiveness,negative
muntun update lagi mc go go,4,unknown,negative
kembalikan gold rush min,5,satisfaction,neutral
ada beberapa player yang menggunakan cheat tolong diperhatikan masalah cheater,1,effectiveness,neutral
kalau bisa sinergi summoner tidak bisa summon hero yang sudah soalnya benar buang waktu ngumpulin hero kembar apalagi sekarang main sampai hero susah sekali dapat sinerginya,1,satisfaction,negative
tolong equipment winter crown dan immortal jangan dipersulit cara mendapatkannya itu item krusial dan bahkan menurut saya setiap pemain harus diberi jaminan mendapatkan setidaknya dari salah satu keduanya kalian sebagai pengembang harusnya jauh lebih paham bagaimana krusialnya itu equipment ini masukan dari pemain jika kalian ingin game ini tetap ramai pemain dengarkan masukan tiap pemain magic chess memang sedang ramai pemain saat ini tapi kebanyakan pemain juga mengeluhkan hal sama,4,satisfaction,negative
masih banyak bug pakai purify biar enggak enggak ke stun tapi masih bisa kena stun itu di perbaiki merugikan pemain buat apa di buat purify kalau fungsi utama nya saja enggak bekerja,2,satisfaction,negative
kenapa hero yang mahal jarang di keluarkan setang,3,effectiveness,negative
game ini sudah tidak seru sudah rusak macet sudah seperti dvd rusak masih enak yang dulu,2,satisfaction,negative
game ya bagus tapi tambah lagi karakter ya,5,satisfaction,positive
insyaallah kayo,5,unknown,positive
tolong hapus saja itu comander johnson seperti me me ke cari jony buat sinergi yang cocok saja susahnya meminta ampun comander gagal,2,satisfaction,negative
setelah updetan ini enggak tahu kenapa di dalem game enggak bisa di pencet apa apa tolong perbaiki min,1,satisfaction,negative
game burik susah amat cari hero buat sinergi dan bintang sama bintang bisa kalah bisa menang,1,satisfaction,negative
membosnkan,1,satisfaction,negative
kenapa saya tidak lu kasih natan game jelek,1,satisfaction,negative
bagus setuju juga kalau memang durasi setting lineup dilamain karena kerasa cuepet sekali gadikasi waktu mikir tapi yang saya permasalahin banyak seperti shadow touch nya begitu kadang kalau mau ngerefresh harus dipencet kali baru bisa dan kadang suka tbtb kepencet beli hero padahal ya tidak mencet terus kadang saat mau mindahin hero tbtb saat match kok malah keganti hero lain padahal posisinya lineup sudah penuh itu aneh sekali kan shop nya juga susah meminta ampun sih diatas lv dapat hero coin saja susah apalagi coin,2,effectiveness,negative
dear moonton kok black screen padahal ponsel saya ram padahal mau sekali main nya,1,satisfaction,negative
hero gold paling ampas sejauh ini yuzong,4,effectiveness,positive
agak panas setelah main pertandingan memang sudah ada mode pratice ya,5,satisfaction,negative
lebih bagus lagi kalau mudah bintang moonton,5,satisfaction,positive
ini game bagus kalau habis lose trek di mobile legend,5,satisfaction,positive
enak kali memang coba kalian maenkan game nya,5,satisfaction,positive
satu katamembosankan,1,satisfaction,positive
mode season nostalgia jadikan mode permanen saja,5,satisfaction,neutral
nih mage tidak ada seru sama sekali commander op dikit di nerf baru di buff op langsung di nerf tharzwan wan jhonson,1,satisfaction,negative
tidak di kasih hero yang sama padahal mau menang kon,1,effectiveness,negative
tak lambat lagi hhhh,5,effectiveness,positive
parah masa mau menang di membuat lag mulu tolong di perbaiki lagi sering lag,1,effectiveness,negative
pbagus sekali,5,satisfaction,positive
pemain nya pada ngecheat developer sengaja nyewa pemain untuk nurunin bintang pelayer mereka bersekongkol dan bisa mengintervensi game busuuukkk semoga hancur kau game game yang tidak sportif untuk pemain,1,satisfaction,negative
ini kenapa bahasanya tidak seperti saat awal rilis ganti bahasa ganti semua sampi ke suara,5,satisfaction,negative
padahal baru grandmaster tapi musuh sudah seperti rank tinggiterus padahal hero sudah bagus malah hero nya tidak ada damage,1,satisfaction,negative
overall sudah bagus tapi entah kenapa kadang saat di tengah atau awal kadang tibatiba relogin dan agak ngeganggu,4,satisfaction,negative
heyyyyy montooonnnnnnnnn kasihhh saya sinergiii taiiiii saya mau nyobaaaaaaaaaaa,1,satisfaction,positive
kurang puas saat mencari hero yang sama,2,satisfaction,negative
tolonglah moonton waktunya di panjangin dikit saat sudah late game mau bintang malah waktu sudah habis kerasa cepat sekali beda sekali kalau beruntung mah enggak apa-apa sudah roll an seret sudah di roll di lvl nya tetap tidak keluar hero yang kita mau,1,satisfaction,negative
game nya asik bisa buat belajar srategi,5,satisfaction,positive
game nya bagus banyak sinergi baru,5,satisfaction,positive
game nya jelek setiap habis win pasti kalah kali habis itu win lagi game kocak,1,satisfaction,negative
masa beli go go pass tidak dapat chess board kemarin masih nyatu sama mobile legand dapat saja rugi dong kita kalau seperti begini,3,satisfaction,negative
gooooooooood,4,unknown,positive
tolong moonton kembalikan magic ches yang kemarin,1,effectiveness,neutral
game lag tidak gerak sama sekali pada hal sinyal aman buat main game lain yang lebih berat dari ini devoloper cuma cari untung doang game sampah,1,satisfaction,negative
ok bett,5,unknown,negative
sudah ke sekian kali suka nge bugmatch juara tapi tidak masuk pointbuang waktu buang energi buang isi batre hphadeuhhhh,1,satisfaction,negative
kembalikan meta kangkungnggk seru enggak ada kangkung,5,satisfaction,negative
the game is very relaxing very suitable for me who plays casually,5,satisfaction,neutral
ban moskov hero haram nerf moskov hero haram,1,satisfaction,negative
sangat menyenangkan bagi player jomblo,5,satisfaction,positive
